product_id,product_name,inspector_notes,return_reason,classification
26,Govee Immersion WiFi LED Strip Lights,Further testing needed: Small scratch.,Small scratch,refurbish
16,Amazon Basics High-Speed HDMI Cable,Observed: Beyond repair.,Beyond repair,recycle
75,The North Face Etip Recycled Gloves,Possible overlap with other categories. No longer needed.,No longer needed,restock
3,Anker PowerLine III USB-C Cable,May require restock. Product arrived late.,Product arrived late,restock
99,Allbirds Tree Runners Casual Shoes,Returned due to: Extreme weather damage.,Extreme weather damage,refurbish
75,The North Face Etip Recycled Gloves,Assessment: Style doesn't match (customer unclear).,Style doesn't match (customer unclear),restock
31,Corsair Vengeance LPX 32GB DDR4 RAM,Possible issue: Significant fading.,Significant fading,restock
65,Patagonia Better Sweater Fleece Sweater,Uncertain: Material feel different (customer unclear).,Material feel different (customer unclear),restock
65,Patagonia Better Sweater Fleece Sweater,May require recycle. Extreme weather damage.,Extreme weather damage,recycle
80,Lululemon Swiftly Tech Long Sleeve Workout Top,Observed: Adhesive residue.,Adhesive residue,restock
43,CyberPower CP1500PFCLCD UPS Battery,Assessment: Light usage wear.,Light usage wear,refurbish
2,Apple iPhone 15 Pro Silicone Case,Possible overlap with other categories. Severe fading.,Severe fading,recycle
42,APC Back-UPS Pro 1500VA Surge Protector,Possible recycle case. Torn beyond repair.,Torn beyond repair,recycle
86,Montblanc Meisterstück 6CC Wallet,May require refurbish. Minor button issue.,Minor button issue,refurbish
50,Amazon Kindle Paperwhite 11th Gen E-Reader,Reported: Ordered wrong quantity.,Ordered wrong quantity,restock
87,Ray-Ban Aviator Classic Sunglasses,Uncertain: Multiple components failed.,Multiple components failed,recycle
59,Patagonia Better Sweater Fleece Jacket,Observed: Received as gift.,Received as gift,restock
33,NVIDIA GeForce RTX 4080 Graphics Card,Potential refurbish situation. Obvious repair needed.,Obvious repair needed,refurbish
86,Montblanc Meisterstück 6CC Wallet,Visual inspection: Light usage wear.,Light usage wear,refurbish
98,Zimmermann Silk Maxi Formal Dress,Inspected: Severe fading. Needs further review.,Severe fading,refurbish
73,Acne Studios Oversized Wool Scarf,May require refurbish. Slight stretching.,Slight stretching,refurbish
48,August Wi-Fi Smart Lock Pro,Observed: Minor cosmetic damage.,Minor cosmetic damage,refurbish
45,TP-Link RE650 AC2600 Wi-Fi Extender,Unclear if restock or other. Product arrived late.,Product arrived late,restock
9,JBL Flip 6 Portable Bluetooth Speaker,Inspected: small stain. Needs further review.,small stain,refurbish
81,Hugo Boss Huge6/Genius5 Slim Fit Suit,Notes: Small hole.,Small hole,refurbish
82,Hermès H-pattern Silk Tie,Uncertain: Small puncture.,Small puncture,refurbish
61,Patagonia Baggies 5-inch Shorts,Initial check: Major scratch.,Major scratch,recycle
78,Eberjey Gisele Long PJ Set,Possible issue: Major impact damage.,Major impact damage,recycle
39,Sonos Beam Gen 2 Smart Sound Bar,Possible issue: Light usage wear.,Light usage wear,refurbish
62,Champion Powerblend Fleece Sweatpants,Further testing needed: Slight stretching.,Slight stretching,refurbish
26,Govee Immersion WiFi LED Strip Lights,May require restock. Ordered wrong quantity.,Ordered wrong quantity,restock
16,Amazon Basics High-Speed HDMI Cable,Notes: Unwanted purchase.,Unwanted purchase,restock
63,Timberland 6-Inch Premium Waterproof Boots,Inspected: Product arrived late. Needs further review.,Product arrived late,restock
69,Lululemon Align High-Rise Leggings,Uncertain: Unwanted purchase.,Unwanted purchase,restock
83,Gucci GG Marmont Leather Belt,Potential restock situation. Family member disapproval.,Family member disapproval,restock
41,J Channel Cable Management Raceway,Possible issue: Minor alignment issue.,Minor alignment issue,refurbish
12,Microsoft Xbox Wireless Controller,Initial check: Severe water damage.,Severe water damage,recycle
62,Champion Powerblend Fleece Sweatpants,Flagged: Motor failure (customer unclear).,Motor failure (customer unclear),recycle
39,Sonos Beam Gen 2 Smart Sound Bar,Further testing needed: Minor warping.,Minor warping,refurbish
4,Rain Design mStand Laptop Stand,Initial check: Light usage wear.,Light usage wear,refurbish
21,Tomtoc 360 Protective Laptop Bag,Assessment: Slight color fading.,Slight color fading,refurbish
23,Belkin BoostCharge Pro 15W Wireless Charger,Uncertain: major scratch.,major scratch,refurbish
50,Amazon Kindle Paperwhite 11th Gen E-Reader,Visual inspection: Family member disapproval.,Family member disapproval,recycle
19,SanDisk Ultra 128GB MicroSD Card,Observed: Loose thread.,Loose thread,refurbish
25,Amazon Echo Dot 5th Gen Smart Home Hub,Reported: Fit not as expected.,Fit not as expected,restock
97,Patagonia Torrentshell 3L Raincoat,Unclear if restock or other. No longer needed.,No longer needed,restock
22,Belkin MagSafe Car Phone Mount,Assessment: Better price found.,Better price found,restock
56,Brooks Brothers Non-Iron Dress Shirt,Customer reported: Slight wear on edges.,Slight wear on edges,refurbish
67,Reformation Silk Midi Dress,Uncertain: Product arrived late.,Product arrived late,refurbish
66,Zara High-Waisted Mini Skirt,Observed: Ordered wrong quantity.,Ordered wrong quantity,restock
76,Smartwool PhD Outdoor Light Crew Socks,Visual inspection: ordered wrong quantity.,ordered wrong quantity,restock
71,L.L.Bean Fisherman Knit Cardigan,Reported: No longer needed.,No longer needed,restock
14,Blue Yeti USB Microphone,Visual inspection: Major scratch.,Major scratch,recycle
2,Apple iPhone 15 Pro Silicone Case,Returned due to: Color not as shown.,Color not as shown,restock
84,Patagonia Black Hole 25L Backpack,Initial check: Did not like the product.,Did not like the product,restock
14,Blue Yeti USB Microphone,Returned due to: Significant fading.,Significant fading,refurbish
2,Apple iPhone 15 Pro Silicone Case,Observed: Material feel different.,Material feel different,restock
71,L.L.Bean Fisherman Knit Cardigan,Assessment: Obvious usage marks.,Obvious usage marks,refurbish
97,Patagonia Torrentshell 3L Raincoat,Visual inspection: unwanted purchase.,unwanted purchase,restock
43,CyberPower CP1500PFCLCD UPS Battery,Unclear if refurbish or other. Slight discoloration (customer unclear).,Slight discoloration (customer unclear),refurbish
73,Acne Studios Oversized Wool Scarf,See attached: Fabric completely deteriorated.,Fabric completely deteriorated,recycle
3,Anker PowerLine III USB-C Cable,May require restock. overheating damage.,overheating damage,restock
51,Epson Home Cinema 2150 Wireless Projector,Potential refurbish situation. Slight stretching.,Slight stretching,refurbish
42,APC Back-UPS Pro 1500VA Surge Protector,Possible restock case. Better price found.,Better price found,restock
96,Moncler Genius Down Puffer Jacket,Visual inspection: Multiple components failed.,Multiple components failed,recycle
18,Seagate Backup Plus 4TB External Hard Drive,Notes: light usage wear.,light usage wear,refurbish
17,ASUS AX6000 WiFi 6 Router,Flagged: Obvious usage marks.,Obvious usage marks,refurbish
59,Patagonia Better Sweater Fleece Jacket,Uncertain: Extensive wear and tear (customer unclear).,Extensive wear and tear (customer unclear),recycle
2,Apple iPhone 15 Pro Silicone Case,Customer reported: Small scratch.,Small scratch,refurbish
61,Patagonia Baggies 5-inch Shorts,Possible issue: Duplicate order.,Duplicate order,restock
61,Patagonia Baggies 5-inch Shorts,Returned due to: family member disapproval.,family member disapproval,restock
18,Seagate Backup Plus 4TB External Hard Drive,Uncertain: Unwanted purchase.,Unwanted purchase,restock
13,Logitech C920s HD Pro Webcam,Notes: Extensive wear and tear.,Extensive wear and tear,recycle
15,VIVO Dual Monitor Stand,Assessment: Product arrived late.,Product arrived late,restock
58,Nike Air Max 270 Running Shoes,Visual inspection: Gift return.,Gift return,restock
76,Smartwool PhD Outdoor Light Crew Socks,Visual inspection: Small tear.,Small tear,refurbish
8,ZAGG InvisibleShield iPad Screen Protector,Possible restock case. Unwanted purchase.,Unwanted purchase,restock
42,APC Back-UPS Pro 1500VA Surge Protector,Uncertain: Major structural damage.,Major structural damage,recycle
6,Corsair K95 RGB Platinum Keyboard,Customer notes: irreparable damage.,irreparable damage,recycle
24,Bose QuietComfort 45 Noise Cancelling Headphones,May require refurbish. minor scuff mark.,minor scuff mark,refurbish
5,Logitech MX Master 3S Wireless Mouse,May require refurbish. Minor button issue.,Minor button issue,refurbish
3,Anker PowerLine III USB-C Cable,Further testing needed: No longer needed.,No longer needed,restock
36,Fractal Design Define 7 PC Case,Initial check: Box opened but item unused.,Box opened but item unused,refurbish
6,Corsair K95 RGB Platinum Keyboard,Initial check: Major scratch.,Major scratch,recycle
24,Bose QuietComfort 45 Noise Cancelling Headphones,Assessment: Style doesn't match (customer unclear).,Style doesn't match (customer unclear),restock
13,Logitech C920s HD Pro Webcam,Possible issue: Product arrived late.,Product arrived late,restock
12,Microsoft Xbox Wireless Controller,Observed: Minor dent.,Minor dent,restock
79,Patagonia Baggies Swim Shorts,Returned due to: Better price found.,Better price found,recycle
56,Brooks Brothers Non-Iron Dress Shirt,May require recycle. Packaging slightly damaged.,Packaging slightly damaged,recycle
2,Apple iPhone 15 Pro Silicone Case,Returned due to: Obvious repair needed.,Obvious repair needed,refurbish
6,Corsair K95 RGB Platinum Keyboard,Observed: Size chart was incorrect.,Size chart was incorrect,restock
1,Sony WH-1000XM4 Wireless Bluetooth Headphones,Potential restock situation. Different style preferred.,Different style preferred,restock
65,Patagonia Better Sweater Fleece Sweater,Possible recycle case. Obvious usage marks.,Obvious usage marks,recycle
86,Montblanc Meisterstück 6CC Wallet,Customer notes: fit not as expected.,fit not as expected,restock
55,Adidas Ultraboost 22 Running Sneakers,Customer reported: Family member disapproval.,Family member disapproval,restock
26,Govee Immersion WiFi LED Strip Lights,Notes: Cosmetic imperfection.,Cosmetic imperfection,refurbish
7,Anker PowerPort III 65W Phone Charger,Further testing needed: Major malfunction.,Major malfunction,recycle
49,Fitbit Charge 5 Advanced Fitness Tracker,Customer reported: Budget constraints.,Budget constraints,restock
83,Gucci GG Marmont Leather Belt,Returned due to: Wrong size ordered.,Wrong size ordered,restock
28,DJI Mini 3 Pro Drone,Returned due to: fire damage.,fire damage,recycle
13,Logitech C920s HD Pro Webcam,Further testing needed: Fabric completely deteriorated.,Fabric completely deteriorated,recycle
29,Meta Quest 3 128GB VR Headset,Possible restock case. Size chart was incorrect.,Size chart was incorrect,restock
72,Canada Goose Expedition Parka Coat,Notes: Heavy wear.,Heavy wear,refurbish
95,Patagonia Houdini Windbreaker,May require restock. Wrong size ordered.,Wrong size ordered,restock
44,Netgear ProSAFE 16-Port Gigabit Switch,Visual inspection: Slight wear on edges.,Slight wear on edges,refurbish
4,Rain Design mStand Laptop Stand,Notes: Small scratch.,Small scratch,refurbish
32,Samsung 980 PRO 2TB NVMe SSD,Visual inspection: Severe fading.,Severe fading,recycle
96,Moncler Genius Down Puffer Jacket,Notes: Fire damage.,Fire damage,recycle
71,L.L.Bean Fisherman Knit Cardigan,Further testing needed: Duplicate order.,Duplicate order,restock
43,CyberPower CP1500PFCLCD UPS Battery,Possible issue: small stain.,small stain,restock
19,SanDisk Ultra 128GB MicroSD Card,Possible restock case. Seasonal preference change.,Seasonal preference change,restock
28,DJI Mini 3 Pro Drone,Possible issue: Did not like the product.,Did not like the product,refurbish
16,Amazon Basics High-Speed HDMI Cable,Assessment: Obvious repair needed.,Obvious repair needed,refurbish
97,Patagonia Torrentshell 3L Raincoat,Uncertain: Budget constraints.,Budget constraints,restock
92,Lululemon Align High-Rise Pant Activewear,Assessment: box opened but item unused.,box opened but item unused,refurbish
33,NVIDIA GeForce RTX 4080 Graphics Card,Observed: Budget constraints.,Budget constraints,restock
83,Gucci GG Marmont Leather Belt,Reported: Ordered wrong quantity.,Ordered wrong quantity,restock
5,Logitech MX Master 3S Wireless Mouse,Unclear if refurbish or other. Slight stretching.,Slight stretching,refurbish
59,Patagonia Better Sweater Fleece Jacket,Uncertain: Fire damage.,Fire damage,recycle
35,Noctua NH-D15 CPU Cooler,Customer reported: Extreme weather damage.,Extreme weather damage,recycle
55,Adidas Ultraboost 22 Running Sneakers,Notes: Hazardous material exposure.,Hazardous material exposure,recycle
72,Canada Goose Expedition Parka Coat,Uncertain: Changed mind.,Changed mind,restock
31,Corsair Vengeance LPX 32GB DDR4 RAM,Observed: Material feel different.,Material feel different,restock
59,Patagonia Better Sweater Fleece Jacket,Possible overlap with other categories. Slight discoloration.,Slight discoloration,refurbish
65,Patagonia Better Sweater Fleece Sweater,Assessment: Obvious repair needed.,Obvious repair needed,restock
69,Lululemon Align High-Rise Leggings,Notes: Obvious usage marks.,Obvious usage marks,recycle
75,The North Face Etip Recycled Gloves,Visual inspction: Packaging slightly damaged.,Packaging slightly damaged,refurbish
79,Patagonia Baggies Swim Shorts,Flagged: Material feel different.,Material feel different,restock
70,Uniqlo Heattech Cotton Tank Top,Reported: Minor button issue.,Minor button issue,refurbish
33,NVIDIA GeForce RTX 4080 Graphics Card,Uncertain: Small scratch.,Small scratch,refurbish
99,Allbirds Tree Runners Casual Shoes,May require recycle. severe corrosion.,severe corrosion,recycle
71,L.L.Bean Fisherman Knit Cardigan,Reported: Better price found.,Better price found,recycle
26,Govee Immersion WiFi LED Strip Lights,Possible issue: Product arrived late.,Product arrived late,restock
67,Reformation Silk Midi Dress,Unclear if refurbish or other. Obvious usage marks.,Obvious usage marks,refurbish
86,Montblanc Meisterstück 6CC Wallet,Notes: No longer needed.,No longer needed,restock
93,Alo Yoga 7/8 High-Waist Leggings,Uncertain: Family member disapproval.,Family member disapproval,restock
5,Logitech MX Master 3S Wireless Mouse,Possible overlap with other categories. Obvious repair needed.,Obvious repair needed,recycle
